qid,query
170968,Whats a movie that youd be embarrassed to admit you love
171067,Which is the best top loading washing automatic machine in India
171085,What is the Tet Offensive Why was it important
171165,How do people fall in love and what are the indicators
171273,Can a guy hit a girl if she hit him first
171311,Does Quora have a plan for dealing with links in answers or questions that become invalid over time 
171394,What is the difference between slip ring and commutator
171476,Which are some of the top startups in India
171528,Get rid of Yellow eyes after jaundice
171547,What is the best way to respond when someone wishes you a happy birthday and asks for a party
171762,Have you ever met an alien
172086,How are prokaryotic and eukaryotic cells different
172099,How much would one credit be worth in the Star Wars universe if it could be exchanged for US Dollars
172513,What makes us alive How do we die
172772,What previous Star Wars films do you recommend seeing before watching Rogue One
172876,What was the funniest story you have heard
172879,Whats the difference between CR2032 and CR2016 batteries
172958,Why do people yawn when someone yawns in front
173152,Could you suggest to me the best romantic book
173244,Which are the best episodes in Naruto and Naruto Shippuden
173386,What are some things I should know if I want to live in Italy
173604,What is it like to rob a bank
173616,What does MS Dhonis decision to step down as the Captain mean for the Indian Cricket Team
173708,How do I extend my shoulders
173710,How is the mass of an electron determined
173764,What are the coldest countries in the world
173799,What is the difference between UX and UI designer and web designer
174024,What do you think will be the next big thing in India
174085,What do you do if youre in desperate need of money
174388,Whats the worst software bug youve ever seen
174457,How do Burmese and Siamese cats look like
174503,How does a electronic recycling business make money
174527,How is the total equivalent resistance of a circuit determined
174803,What does it really mean to stop existing and start living
174842,What is the Barnum effect What are some examples
174895,How do I make my own diodes and transistors at home
174901,What is the difference between managerial accounting and cost accounting
174922,Will Hurricane Matthew impact the 2016 presidential election
175250,What are peoples impressions of Peter Thiels speech at the RNC
175288,Do you have a secret hunch as to how you will die
175421,How can I improve my music
175641,How was the PostIt Note invented
175678,Is there any scope for a first year NIT student to take admission in better NIT through better rank of JEE MAIN 2017
175702,Why do most people in the world have better impressions on Pakistan than India or at least why do some people in Pakistan at least think like that
175838,What is your favorite fragrance
175874,What is the most expensive phone in the world
175971,What is a ping
176151,Is Magical Girl anime genre underrated in America
176203,What are the best free streaming sites for F1 races
176239,How do I go to Canada by investing in bonds
176358,Are Muslims oppressed in India
176377,What is the best way to make eggs benedict
176384,Why do some parents believe hitting a child should be considered discipline
